"Date","Match","Score","saison"
"12.02.2011","Evian TG - Chateauroux","1:0",2010
"12.02.2011","Istres - Boulogne","0:1",2010
"12.02.2011","Laval - Tours","2:2",2010
"12.02.2011","Le Havre - Clermont","1:0",2010
"12.02.2011","Le Mans - Grenoble","1:0",2010
"12.02.2011","Nimes - Dijon","0:2",2010
"12.02.2011","Sedan - Angers","0:1",2010
"12.02.2011","Troyes - Reims","3:2",2010
"12.02.2011","Vannes - Nantes","1:0",2010
"07.02.2011","Tours - Evian TG","1:0",2010
"05.02.2011","AC Ajaccio - Troyes","3:0",2010
"05.02.2011","Angers - Clermont","1:0",2010
"05.02.2011","Boulogne - Sedan","1:0",2010
"05.02.2011","Chateauroux - Le Mans","1:2",2010
"05.02.2011","Dijon - Istres","0:1",2010
"05.02.2011","Grenoble - Nimes","1:0",2010
"05.02.2011","Nantes - Laval","1:1",2010
"05.02.2011","Reims - Le Havre","2:1",2010
"05.02.2011","Vannes - Metz","1:2",2010
"31.01.2011","Le Havre - Chateauroux","1:0",2010
"29.01.2011","Angers - Grenoble","2:2",2010
"29.01.2011","Clermont - Tours","3:1",2010
"29.01.2011","Evian TG - Nantes","3:0",2010
"29.01.2011","Istres - Reims","2:0",2010
"29.01.2011","Laval - Vannes","1:0",2010
"29.01.2011","Le Mans - AC Ajaccio","3:0",2010
"29.01.2011","Nimes - Boulogne","0:1",2010
"29.01.2011","Sedan - Dijon","0:0",2010
"29.01.2011","Troyes - Metz","2:1",2010
"19.01.2011","Sedan - Chateauroux","2:0",2010
"19.01.2011","Laval - Le Mans","2:1",2010
"19.01.2011","Metz - Istres","0:0",2010
"17.01.2011","Nantes - Troyes","0:1",2010
"15.01.2011","AC Ajaccio - Le Havre","2:1",2010
"15.01.2011","Boulogne - Angers","2:1",2010
"15.01.2011","Chateauroux - Nimes","1:1",2010
"15.01.2011","Dijon - Clermont","0:1",2010
"15.01.2011","Grenoble - Sedan","1:1",2010
"15.01.2011","Metz - Laval","4:0",2010
"15.01.2011","Reims - Le Mans","3:0",2010
"15.01.2011","Tours - Istres","2:3",2010
"15.01.2011","Vannes - Evian TG","2:2",2010
"21.12.2010","Angers - Tours","2:2",2010
"21.12.2010","Boulogne - Dijon","0:1",2010
"21.12.2010","Clermont - Grenoble","2:2",2010
"21.12.2010","Evian TG - Reims","1:2",2010
"21.12.2010","Istres - AC Ajaccio","2:2",2010
"21.12.2010","Laval - Troyes","0:0",2010
"21.12.2010","Le Mans - Vannes","0:1",2010
"21.12.2010","Nimes - Metz","2:0",2010
"20.12.2010","Le Havre - Nantes","0:1",2010
"17.12.2010","AC Ajaccio - Angers","1:0",2010
"17.12.2010","Chateauroux - Boulogne","1:1",2010
"17.12.2010","Grenoble - Dijon","3:1",2010
"17.12.2010","Nantes - Sedan","0:0",2010
"17.12.2010","Reims - Clermont","1:3",2010
"17.12.2010","Tours - Nimes","0:2",2010
"17.12.2010","Troyes - Evian TG","1:1",2010
"17.12.2010","Vannes - Le Havre","1:1",2010
"14.12.2010","Evian TG - Laval","3:0",2010
"07.12.2010","Clermont - AC Ajaccio","2:0",2010
"07.12.2010","Boulogne - Metz","0:2",2010
"06.12.2010","Le Mans - Troyes","1:0",2010
"03.12.2010","Angers - Chateauroux","2:1",2010
"03.12.2010","Boulogne - Grenoble","2:0",2010
"03.12.2010","Dijon - Tours","3:2",2010
"03.12.2010","Istres - Nantes","2:1",2010
"03.12.2010","Le Havre - Metz","2:1",2010
"03.12.2010","Nimes - Vannes","2:1",2010
"03.12.2010","Sedan - Reims","0:0",2010
"29.11.2010","Tours - Le Mans","0:1",2010
"26.11.2010","AC Ajaccio - Boulogne","2:0",2010
"26.11.2010","Chateauroux - Dijon","0:3",2010
"26.11.2010","Evian TG - Grenoble","2:0",2010
"26.11.2010","Laval - Istres","0:0",2010
"26.11.2010","Metz - Sedan","0:0",2010
"26.11.2010","Nantes - Clermont","2:0",2010
"26.11.2010","Reims - Nimes","1:1",2010
"26.11.2010","Troyes - Le Havre","0:0",2010
"26.11.2010","Vannes - Angers","0:0",2010
"15.11.2010","Sedan - AC Ajaccio","4:1",2010
"12.11.2010","Angers - Nantes","1:1",2010
"12.11.2010","Clermont - Chateauroux","0:1",2010
"12.11.2010","Dijon - Reims","3:2",2010
"12.11.2010","Grenoble - Tours","2:2",2010
"12.11.2010","Istres - Vannes","3:0",2010
"12.11.2010","Le Havre - Laval","1:0",2010
"12.11.2010","Le Mans - Evian TG","1:3",2010
"12.11.2010","Nimes - Troyes","1:0",2010
"08.11.2010","Tours - Boulogne","2:0",2010
"05.11.2010","AC Ajaccio - Dijon","1:0",2010
"05.11.2010","Chateauroux - Grenoble","4:3",2010
"05.11.2010","Evian TG - Le Havre","1:1",2010
"05.11.2010","Laval - Sedan","3:0",2010
"05.11.2010","Metz - Le Mans","0:1",2010
"05.11.2010","Nantes - Nimes","2:1",2010
"05.11.2010","Reims - Angers","2:0",2010
"05.11.2010","Troyes - Istres","0:1",2010
"05.11.2010","Vannes - Clermont","1:1",2010
"01.11.2010","Tours - Chateauroux","2:0",2010
"29.10.2010","Angers - Troyes","3:0",2010
"29.10.2010","Boulogne - Reims","1:0",2010
"29.10.2010","Clermont - Metz","1:1",2010
"29.10.2010","Dijon - Nantes","0:0",2010
"29.10.2010","Grenoble - AC Ajaccio","1:1",2010
"29.10.2010","Istres - Evian TG","1:1",2010
"29.10.2010","Le Havre - Le Mans","1:1",2010
"29.10.2010","Nimes - Laval","0:0",2010
"29.10.2010","Sedan - Vannes","4:0",2010
"25.10.2010","Evian TG - Sedan","2:2",2010
"25.10.2010","Le Havre - Nimes","0:0",2010
"22.10.2010","AC Ajaccio - Tours","2:0",2010
"22.10.2010","Laval - Dijon","2:0",2010
"22.10.2010","Le Mans - Istres","1:0",2010
"22.10.2010","Metz - Angers","1:1",2010
"22.10.2010","Nantes - Chateauroux","1:1",2010
"22.10.2010","Reims - Grenoble","4:1",2010
"22.10.2010","Troyes - Clermont","1:1",2010
"22.10.2010","Vannes - Boulogne","0:0",2010
"19.10.2010","Angers - Le Mans","1:3",2010
"19.10.2010","Chateauroux - AC Ajaccio","1:2",2010
"19.10.2010","Clermont - Laval","2:0",2010
"19.10.2010","Dijon - Vannes","4:1",2010
"19.10.2010","Grenoble - Metz","1:0",2010
"19.10.2010","Istres - Le Havre","0:2",2010
"19.10.2010","Nimes - Evian TG","1:3",2010
"19.10.2010","Sedan - Troyes","1:1",2010
"19.10.2010","Tours - Reims","2:1",2010
"18.10.2010","Boulogne - Nantes","0:0",2010
"15.10.2010","Evian TG - Angers","0:0",2010
"15.10.2010","Istres - Nimes","0:0",2010
"15.10.2010","Laval - Grenoble","3:0",2010
"15.10.2010","Le Havre - Sedan","1:1",2010
"15.10.2010","Le Mans - Clermont","2:0",2010
"15.10.2010","Metz - Dijon","3:1",2010
"15.10.2010","Nantes - Tours","0:0",2010
"15.10.2010","Reims - AC Ajaccio","1:1",2010
"15.10.2010","Troyes - Boulogne","1:1",2010
"15.10.2010","Vannes - Chateauroux","0:1",2010
"04.10.2010","Tours - Metz","2:2",2010
"01.10.2010","AC Ajaccio - Nantes","2:3",2010
"01.10.2010","Angers - Laval","2:0",2010
"01.10.2010","Boulogne - Le Havre","1:1",2010
"01.10.2010","Chateauroux - Reims","2:0",2010
"01.10.2010","Clermont - Evian TG","3:3",2010
"01.10.2010","Dijon - Troyes","0:1",2010
"01.10.2010","Grenoble - Vannes","1:2",2010
"01.10.2010","Nimes - Le Mans","1:2",2010
"01.10.2010","Sedan - Istres","5:1",2010
"27.09.2010","Evian TG - Boulogne","0:0",2010
"24.09.2010","Istres - Clermont","2:2",2010
"24.09.2010","Laval - AC Ajaccio","0:0",2010
"24.09.2010","Le Havre - Angers","1:0",2010
"24.09.2010","Le Mans - Dijon","2:2",2010
"24.09.2010","Metz - Reims","0:0",2010
"24.09.2010","Nantes - Grenoble","2:1",2010
"24.09.2010","Nimes - Sedan","2:0",2010
"24.09.2010","Troyes - Chateauroux","3:1",2010
"24.09.2010","Vannes - Tours","0:0",2010
"20.09.2010","Reims - Nantes","2:1",2010
"19.09.2010","Angers - Istres","1:1",2010
"17.09.2010","AC Ajaccio - Vannes","3:0",2010
"17.09.2010","Boulogne - Laval","0:0",2010
"17.09.2010","Chateauroux - Metz","1:0",2010
"17.09.2010","Clermont - Nimes","2:0",2010
"17.09.2010","Dijon - Evian TG","5:1",2010
"17.09.2010","Grenoble - Troyes","0:2",2010
"17.09.2010","Sedan - Le Mans","2:1",2010
"17.09.2010","Tours - Le Havre","0:0",2010
"13.09.2010","Evian TG - AC Ajaccio","1:1",2010
"10.09.2010","Istres - Grenoble","0:1",2010
"10.09.2010","Laval - Chateauroux","1:1",2010
"10.09.2010","Le Havre - Dijon","2:1",2010
"10.09.2010","Le Mans - Boulogne","1:1",2010
"10.09.2010","Metz - Nantes","1:1",2010
"10.09.2010","Nimes - Angers","2:0",2010
"10.09.2010","Sedan - Clermont","4:0",2010
"10.09.2010","Troyes - Tours","1:2",2010
"10.09.2010","Vannes - Reims","4:1",2010
"30.08.2010","Chateauroux - Evian TG","0:1",2010
"30.08.2010","Grenoble - Le Mans","0:1",2010
"27.08.2010","AC Ajaccio - Metz","0:0",2010
"27.08.2010","Angers - Sedan","0:3",2010
"27.08.2010","Boulogne - Istres","2:0",2010
"27.08.2010","Clermont - Le Havre","2:1",2010
"27.08.2010","Dijon - Nimes","1:0",2010
"27.08.2010","Nantes - Vannes","2:0",2010
"27.08.2010","Reims - Troyes","0:1",2010
"27.08.2010","Tours - Laval","2:0",2010
"20.08.2010","Clermont - Angers","1:2",2010
"20.08.2010","Evian TG - Tours","1:2",2010
"20.08.2010","Istres - Dijon","1:1",2010
"20.08.2010","Laval - Nantes","0:0",2010
"20.08.2010","Le Havre - Reims","2:1",2010
"20.08.2010","Le Mans - Chateauroux","0:2",2010
"20.08.2010","Metz - Vannes","1:0",2010
"20.08.2010","Nimes - Grenoble","1:0",2010
"20.08.2010","Sedan - Boulogne","1:1",2010
"20.08.2010","Troyes - AC Ajaccio","3:0",2010
"17.08.2010","AC Ajaccio - Le Mans","0:0",2010
"17.08.2010","Boulogne - Nimes","2:1",2010
"17.08.2010","Chateauroux - Le Havre","2:1",2010
"17.08.2010","Dijon - Sedan","1:1",2010
"17.08.2010","Grenoble - Angers","0:2",2010
"17.08.2010","Nantes - Evian TG","0:1",2010
"17.08.2010","Reims - Istres","0:0",2010
"17.08.2010","Tours - Clermont","3:2",2010
"17.08.2010","Vannes - Laval","2:1",2010
"16.08.2010","Metz - Troyes","0:1",2010
"13.08.2010","Angers - Boulogne","0:0",2010
"13.08.2010","Clermont - Dijon","2:2",2010
"13.08.2010","Evian TG - Vannes","4:0",2010
"13.08.2010","Istres - Tours","1:0",2010
"13.08.2010","Laval - Metz","1:0",2010
"13.08.2010","Le Havre - AC Ajaccio","2:0",2010
"13.08.2010","Le Mans - Reims","2:2",2010
"13.08.2010","Nimes - Chateauroux","1:1",2010
"13.08.2010","Sedan - Grenoble","1:0",2010
"13.08.2010","Troyes - Nantes","0:2",2010
"09.08.2010","Nantes - Le Mans","0:2",2010
"06.08.2010","AC Ajaccio - Nimes","1:0",2010
"06.08.2010","Boulogne - Clermont","1:1",2010
"06.08.2010","Chateauroux - Istres","0:0",2010
"06.08.2010","Dijon - Angers","0:0",2010
"06.08.2010","Grenoble - Le Havre","1:0",2010
"06.08.2010","Metz - Evian TG","0:2",2010
"06.08.2010","Reims - Laval","1:1",2010
"06.08.2010","Tours - Sedan","4:3",2010
"06.08.2010","Vannes - Troyes","1:0",2010
"18.05.2012","Boulogne - Monaco","1:2",2011
"18.05.2012","Chateauroux - Guingamp","0:2",2011
"18.05.2012","Clermont - Laval","2:0",2011
"18.05.2012","Istres - Bastia","1:0",2011
"18.05.2012","Le Havre - Angers","3:0",2011
"18.05.2012","Le Mans - Arles-Avignon","1:1",2011
"18.05.2012","Metz - Tours","1:1",2011
"18.05.2012","Nantes - Sedan","1:2",2011
"18.05.2012","Reims - Lens","1:1",2011
"18.05.2012","Troyes - Amiens","2:0",2011
"11.05.2012","Amiens - Reims","0:2",2011
"11.05.2012","Angers - Boulogne","2:1",2011
"11.05.2012","Arles-Avignon - Metz","1:0",2011
"11.05.2012","Bastia - Nantes","2:1",2011
"11.05.2012","Guingamp - Clermont","3:1",2011
"11.05.2012","Laval - Le Havre","0:2",2011
"11.05.2012","Lens - Istres","1:0",2011
"11.05.2012","Monaco - Troyes","0:2",2011
"11.05.2012","Sedan - Chateauroux","2:0",2011
"11.05.2012","Tours - Le Mans","2:1",2011
"07.05.2012","Reims - Monaco","2:0",2011
"04.05.2012","Boulogne - Laval","3:0",2011
"04.05.2012","Chateauroux - Tours","1:3",2011
"04.05.2012","Clermont - Sedan","1:1",2011
"04.05.2012","Istres - Angers","0:1",2011
"04.05.2012","Le Havre - Amiens","2:0",2011
"04.05.2012","Le Mans - Bastia","3:0",2011
"04.05.2012","Metz - Guingamp","2:5",2011
"04.05.2012","Nantes - Arles-Avignon","3:0",2011
"04.05.2012","Troyes - Lens","2:0",2011
"01.05.2012","Amiens - Clermont","1:1",2011
"01.05.2012","Angers - Nantes","2:0",2011
"01.05.2012","Arles-Avignon - Troyes","0:0",2011
"01.05.2012","Bastia - Metz","3:0",2011
"01.05.2012","Guingamp - Le Mans","1:1",2011
"01.05.2012","Laval - Chateauroux","1:1",2011
"01.05.2012","Monaco - Istres","3:2",2011
"01.05.2012","Reims - Boulogne","3:2",2011
"01.05.2012","Sedan - Tours","3:0",2011
"30.04.2012","Lens - Le Havre","2:0",2011
"27.04.2012","Chateauroux - Lens","1:0",2011
"27.04.2012","Clermont - Monaco","1:0",2011
"27.04.2012","Istres - Arles-Avignon","0:0",2011
"27.04.2012","Le Havre - Reims","1:1",2011
"27.04.2012","Le Mans - Laval","1:3",2011
"27.04.2012","Metz - Angers","1:1",2011
"27.04.2012","Nantes - Amiens","5:0",2011
"27.04.2012","Sedan - Guingamp","0:1",2011
"27.04.2012","Tours - Bastia","2:1",2011
"27.04.2012","Troyes - Boulogne","2:1",2011
"23.04.2012","Bastia - Chateauroux","2:1",2011
"20.04.2012","Amiens - Istres","1:2",2011
"20.04.2012","Angers - Le Mans","1:1",2011
"20.04.2012","Arles-Avignon - Sedan","0:0",2011
"20.04.2012","Boulogne - Clermont","1:1",2011
"20.04.2012","Guingamp - Tours","0:0",2011
"20.04.2012","Laval - Nantes","2:0",2011
"20.04.2012","Lens - Metz","0:2",2011
"20.04.2012","Monaco - Le Havre","1:0",2011
"20.04.2012","Reims - Troyes","1:0",2011
"16.04.2012","Nantes - Reims","2:0",2011
"13.04.2012","Chateauroux - Arles-Avignon","1:2",2011
"13.04.2012","Clermont - Angers","1:2",2011
"13.04.2012","Guingamp - Laval","1:0",2011
"13.04.2012","Istres - Troyes","0:0",2011
"13.04.2012","Le Havre - Boulogne","0:0",2011
"13.04.2012","Le Mans - Amiens","3:2",2011
"13.04.2012","Metz - Monaco","0:2",2011
"13.04.2012","Sedan - Bastia","2:0",2011
"13.04.2012","Tours - Lens","0:3",2011
"09.04.2012","Reims - Clermont","2:2",2011
"06.04.2012","Amiens - Metz","1:1",2011
"06.04.2012","Angers - Chateauroux","2:0",2011
"06.04.2012","Arles-Avignon - Tours","2:2",2011
"06.04.2012","Bastia - Guingamp","3:1",2011
"06.04.2012","Boulogne - Istres","1:1",2011
"06.04.2012","Laval - Sedan","5:1",2011
"06.04.2012","Lens - Le Mans","1:3",2011
"06.04.2012","Monaco - Nantes","2:1",2011
"06.04.2012","Troyes - Le Havre","1:0",2011
"02.04.2012","Nantes - Troyes","1:1",2011
"30.03.2012","Bastia - Laval","3:2",2011
"30.03.2012","Chateauroux - Amiens","4:1",2011
"30.03.2012","Clermont - Le Havre","2:1",2011
"30.03.2012","Guingamp - Arles-Avignon","1:1",2011
"30.03.2012","Istres - Reims","1:1",2011
"30.03.2012","Le Mans - Monaco","0:1",2011
"30.03.2012","Metz - Boulogne","1:0",2011
"30.03.2012","Sedan - Lens","1:1",2011
"30.03.2012","Tours - Angers","1:0",2011
"27.03.2012","Metz - Le Mans","0:1",2011
"26.03.2012","Lens - Nantes","1:0",2011
"23.03.2012","Amiens - Sedan","0:3",2011
"23.03.2012","Angers - Guingamp","1:0",2011
"23.03.2012","Arles-Avignon - Bastia","0:0",2011
"23.03.2012","Boulogne - Le Mans","2:0",2011
"23.03.2012","Laval - Tours","1:2",2011
"23.03.2012","Le Havre - Istres","0:0",2011
"23.03.2012","Monaco - Chateauroux","2:1",2011
"23.03.2012","Reims - Metz","3:0",2011
"23.03.2012","Troyes - Clermont","3:2",2011
"19.03.2012","Le Mans - Reims","0:1",2011
"16.03.2012","Arles-Avignon - Laval","1:0",2011
"16.03.2012","Bastia - Amiens","2:1",2011
"16.03.2012","Chateauroux - Le Havre","1:0",2011
"16.03.2012","Clermont - Istres","2:2",2011
"16.03.2012","Guingamp - Lens","3:0",2011
"16.03.2012","Metz - Troyes","2:2",2011
"16.03.2012","Nantes - Boulogne","3:3",2011
"16.03.2012","Sedan - Angers","2:2",2011
"16.03.2012","Tours - Monaco","0:0",2011
"13.03.2012","Amiens - Angers","2:0",2011
"13.03.2012","Le Havre - Sedan","0:0",2011
"13.03.2012","Reims - Laval","1:1",2011
"13.03.2012","Le Mans - Nantes","0:0",2011
"12.03.2012","Lens - Bastia","1:3",2011
"09.03.2012","Amiens - Arles-Avignon","0:3",2011
"09.03.2012","Angers - Laval","0:0",2011
"09.03.2012","Boulogne - Sedan","1:1",2011
"09.03.2012","Clermont - Le Mans","1:1",2011
"09.03.2012","Istres - Nantes","2:1",2011
"09.03.2012","Le Havre - Metz","1:1",2011
"09.03.2012","Monaco - Guingamp","1:0",2011
"09.03.2012","Reims - Tours","2:3",2011
"09.03.2012","Troyes - Chateauroux","0:1",2011
"06.03.2012","Boulogne - Lens","0:2",2011
"06.03.2012","Clermont - Arles-Avignon","0:0",2011
"06.03.2012","Troyes - Guingamp","1:1",2011
"06.03.2012","Angers - Monaco","1:2",2011
"06.03.2012","Laval - Metz","0:0",2011
"05.03.2012","Nantes - Le Havre","1:0",2011
"02.03.2012","Arles-Avignon - Angers","2:2",2011
"02.03.2012","Bastia - Boulogne","2:0",2011
"02.03.2012","Chateauroux - Reims","1:1",2011
"02.03.2012","Guingamp - Amiens","1:1",2011
"02.03.2012","Laval - Lens","2:2",2011
"02.03.2012","Le Mans - Istres","1:0",2011
"02.03.2012","Metz - Clermont","2:2",2011
"02.03.2012","Sedan - Monaco","2:2",2011
"02.03.2012","Tours - Troyes","0:2",2011
"27.02.2012","Reims - Sedan","1:2",2011
"24.02.2012","Amiens - Tours","1:1",2011
"24.02.2012","Angers - Bastia","1:1",2011
"24.02.2012","Boulogne - Chateauroux","0:1",2011
"24.02.2012","Clermont - Nantes","0:0",2011
"24.02.2012","Istres - Metz","1:0",2011
"24.02.2012","Le Havre - Guingamp","3:1",2011
"24.02.2012","Lens - Arles-Avignon","0:0",2011
"24.02.2012","Monaco - Laval","2:1",2011
"24.02.2012","Troyes - Le Mans","2:1",2011
"21.02.2012","Tours - Le Havre","0:0",2011
"20.02.2012","Nantes - Metz","0:0",2011
"17.02.2012","Angers - Lens","1:1",2011
"17.02.2012","Arles-Avignon - Monaco","2:1",2011
"17.02.2012","Bastia - Reims","1:0",2011
"17.02.2012","Chateauroux - Istres","0:2",2011
"17.02.2012","Guingamp - Boulogne","1:1",2011
"17.02.2012","Laval - Amiens","3:1",2011
"17.02.2012","Le Mans - Le Havre","3:1",2011
"17.02.2012","Sedan - Troyes","1:2",2011
"17.02.2012","Tours - Clermont","2:1",2011
"13.02.2012","Monaco - Bastia","0:1",2011
"11.02.2012","Istres - Tours","1:0",2011
"11.02.2012","Nantes - Chateauroux","3:0",2011
"04.02.2012","Arles-Avignon - Boulogne","2:1",2011
"04.02.2012","Bastia - Troyes","5:1",2011
"04.02.2012","Chateauroux - Clermont","2:1",2011
"04.02.2012","Guingamp - Reims","2:3",2011
"04.02.2012","Lens - Amiens","1:1",2011
