"Date","Match","Score","saison"
"31.12.2021","Valencia - Espanyol","1:2",2021
"22.12.2021","Ath Bilbao - Real Madrid","1:2",2021
"22.12.2021","Granada CF - Atl. Madrid","2:1",2021
"21.12.2021","Sevilla - Barcelona","1:1",2021
"21.12.2021","Villarreal - Alaves","5:2",2021
"20.12.2021","Levante - Valencia","3:4",2021
"19.12.2021","Ath Bilbao - Betis","3:2",2021
"19.12.2021","Getafe - Osasuna","1:0",2021
"19.12.2021","Granada CF - Mallorca","4:1",2021
"19.12.2021","Real Madrid - Cadiz CF","0:0",2021
"18.12.2021","Barcelona - Elche","3:2",2021
"18.12.2021","Rayo Vallecano - Alaves","2:0",2021
"18.12.2021","Real Sociedad - Villarreal","1:3",2021
"18.12.2021","Sevilla - Atl. Madrid","2:1",2021
"17.12.2021","Celta Vigo - Espanyol","3:1",2021
"13.12.2021","Cadiz CF - Granada CF","1:1",2021
"12.12.2021","Betis - Real Sociedad","4:0",2021
"12.12.2021","Osasuna - Barcelona","2:2",2021
"12.12.2021","Real Madrid - Atl. Madrid","2:0",2021
"12.12.2021","Villarreal - Rayo Vallecano","2:0",2021
"11.12.2021","Alaves - Getafe","1:1",2021
"11.12.2021","Ath Bilbao - Sevilla","0:1",2021
"11.12.2021","Espanyol - Levante","4:3",2021
"11.12.2021","Valencia - Elche","2:1",2021
"10.12.2021","Mallorca - Celta Vigo","0:0",2021
"06.12.2021","Getafe - Ath Bilbao","0:0",2021
"05.12.2021","Celta Vigo - Valencia","1:2",2021
"05.12.2021","Elche - Cadiz CF","3:1",2021
"05.12.2021","Levante - Osasuna","0:0",2021
"05.12.2021","Rayo Vallecano - Espanyol","1:0",2021
"04.12.2021","Atl. Madrid - Mallorca","1:2",2021
"04.12.2021","Barcelona - Betis","0:1",2021
"04.12.2021","Real Sociedad - Real Madrid","0:2",2021
"04.12.2021","Sevilla - Villarreal","1:0",2021
"03.12.2021","Granada CF - Alaves","2:1",2021
"01.12.2021","Real Madrid - Ath Bilbao","1:0",2021
"29.11.2021","Osasuna - Elche","1:1",2021
"28.11.2021","Betis - Levante","3:1",2021
"28.11.2021","Cadiz CF - Atl. Madrid","1:4",2021
"28.11.2021","Espanyol - Real Sociedad","1:0",2021
"28.11.2021","Real Madrid - Sevilla","2:1",2021
"27.11.2021","Alaves - Celta Vigo","1:2",2021
"27.11.2021","Mallorca - Getafe","0:0",2021
"27.11.2021","Valencia - Rayo Vallecano","1:1",2021
"27.11.2021","Villarreal - Barcelona","1:3",2021
"26.11.2021","Ath Bilbao - Granada CF","2:2",2021
"22.11.2021","Rayo Vallecano - Mallorca","3:1",2021
"21.11.2021","Elche - Betis","0:3",2021
"21.11.2021","Getafe - Cadiz CF","4:0",2021
"21.11.2021","Granada CF - Real Madrid","1:4",2021
"21.11.2021","Real Sociedad - Valencia","0:0",2021
"20.11.2021","Atl. Madrid - Osasuna","1:0",2021
"20.11.2021","Barcelona - Espanyol","1:0",2021
"20.11.2021","Celta Vigo - Villarreal","1:1",2021
"20.11.2021","Sevilla - Alaves","2:2",2021
"19.11.2021","Levante - Ath Bilbao","0:0",2021
"07.11.2021","Betis - Sevilla","0:2",2021
"07.11.2021","Mallorca - Elche","2:2",2021
"07.11.2021","Osasuna - Real Sociedad","0:2",2021
"07.11.2021","Valencia - Atl. Madrid","3:3",2021
"07.11.2021","Villarreal - Getafe","1:0",2021
"06.11.2021","Alaves - Levante","2:1",2021
"06.11.2021","Celta Vigo - Barcelona","3:3",2021
"06.11.2021","Espanyol - Granada CF","2:0",2021
"06.11.2021","Real Madrid - Rayo Vallecano","2:1",2021
"05.11.2021","Ath Bilbao - Cadiz CF","0:1",2021
"01.11.2021","Levante - Granada CF","0:3",2021
"01.11.2021","Rayo Vallecano - Celta Vigo","0:0",2021
"31.10.2021","Atl. Madrid - Betis","3:0",2021
"31.10.2021","Cadiz CF - Mallorca","1:1",2021
"31.10.2021","Getafe - Espanyol","2:1",2021
"31.10.2021","Real Sociedad - Ath Bilbao","1:1",2021
"30.10.2021","Barcelona - Alaves","1:1",2021
"30.10.2021","Elche - Real Madrid","1:2",2021
"30.10.2021","Sevilla - Osasuna","2:0",2021
"30.10.2021","Valencia - Villarreal","2:0",2021
"28.10.2021","Celta Vigo - Real Sociedad","0:2",2021
"28.10.2021","Granada CF - Getafe","1:1",2021
"28.10.2021","Levante - Atl. Madrid","2:2",2021
"27.10.2021","Betis - Valencia","4:1",2021
"27.10.2021","Mallorca - Sevilla","1:1",2021
"27.10.2021","Rayo Vallecano - Barcelona","1:0",2021
"27.10.2021","Real Madrid - Osasuna","0:0",2021
"26.10.2021","Alaves - Elche","1:0",2021
"26.10.2021","Espanyol - Ath Bilbao","1:1",2021
"26.10.2021","Villarreal - Cadiz CF","3:3",2021
"25.10.2021","Getafe - Celta Vigo","0:3",2021
"24.10.2021","Atl. Madrid - Real Sociedad","2:2",2021
"24.10.2021","Barcelona - Real Madrid","1:2",2021
"24.10.2021","Betis - Rayo Vallecano","3:2",2021
"24.10.2021","Sevilla - Levante","5:3",2021
"23.10.2021","Ath Bilbao - Villarreal","2:1",2021
"23.10.2021","Cadiz CF - Alaves","0:2",2021
"23.10.2021","Elche - Espanyol","2:2",2021
"23.10.2021","Valencia - Mallorca","2:2",2021
"22.10.2021","Osasuna - Granada CF","1:1",2021
"18.10.2021","Alaves - Betis","0:1",2021
"18.10.2021","Espanyol - Cadiz CF","2:0",2021
"17.10.2021","Barcelona - Valencia","3:1",2021
"17.10.2021","Celta Vigo - Sevilla","0:1",2021
"17.10.2021","Rayo Vallecano - Elche","2:1",2021
"17.10.2021","Villarreal - Osasuna","1:2",2021
"16.10.2021","Levante - Getafe","0:0",2021
"16.10.2021","Real Sociedad - Mallorca","1:0",2021
"03.10.2021","Elche - Celta Vigo","1:0",2021
"03.10.2021","Espanyol - Real Madrid","2:1",2021
"03.10.2021","Getafe - Real Sociedad","1:1",2021
"03.10.2021","Granada CF - Sevilla","1:0",2021
"03.10.2021","Villarreal - Betis","2:0",2021
"02.10.2021","Atl. Madrid - Barcelona","2:0",2021
"02.10.2021","Cadiz CF - Valencia","0:0",2021
"02.10.2021","Mallorca - Levante","1:0",2021
"02.10.2021","Osasuna - Rayo Vallecano","1:0",2021
"01.10.2021","Ath Bilbao - Alaves","1:0",2021
"27.09.2021","Celta Vigo - Granada CF","1:0",2021
"26.09.2021","Barcelona - Levante","3:0",2021
"26.09.2021","Betis - Getafe","2:0",2021
"26.09.2021","Mallorca - Osasuna","2:3",2021
"26.09.2021","Rayo Vallecano - Cadiz CF","3:1",2021
"26.09.2021","Real Sociedad - Elche","1:0",2021
"25.09.2021","Alaves - Atl. Madrid","1:0",2021
"25.09.2021","Real Madrid - Villarreal","0:0",2021
"25.09.2021","Sevilla - Espanyol","2:0",2021
"25.09.2021","Valencia - Ath Bilbao","1:1",2021
"23.09.2021","Cadiz CF - Barcelona","0:0",2021
"23.09.2021","Granada CF - Real Sociedad","2:3",2021
"23.09.2021","Osasuna - Betis","1:3",2021
"22.09.2021","Espanyol - Alaves","1:0",2021
"22.09.2021","Real Madrid - Mallorca","6:1",2021
"22.09.2021","Sevilla - Valencia","3:1",2021
"22.09.2021","Villarreal - Elche","4:1",2021
"21.09.2021","Ath Bilbao - Rayo Vallecano","1:2",2021
"21.09.2021","Getafe - Atl. Madrid","1:2",2021
"21.09.2021","Levante - Celta Vigo","0:2",2021
"20.09.2021","Barcelona - Granada CF","1:1",2021
"19.09.2021","Betis - Espanyol","2:2",2021
"19.09.2021","Mallorca - Villarreal","0:0",2021
"19.09.2021","Real Sociedad - Sevilla","0:0",2021
"19.09.2021","Valencia - Real Madrid","1:2",2021
"18.09.2021","Alaves - Osasuna","0:2",2021
"18.09.2021","Atl. Madrid - Ath Bilbao","0:0",2021
"18.09.2021","Elche - Levante","1:1",2021
"18.09.2021","Rayo Vallecano - Getafe","3:0",2021
"17.09.2021","Celta Vigo - Cadiz CF","1:2",2021
"13.09.2021","Getafe - Elche","0:1",2021
"13.09.2021","Granada CF - Betis","1:2",2021
"12.09.2021","Cadiz CF - Real Sociedad","0:2",2021
"12.09.2021","Espanyol - Atl. Madrid","1:2",2021
"12.09.2021","Osasuna - Valencia","1:4",2021
"12.09.2021","Real Madrid - Celta Vigo","5:2",2021
"11.09.2021","Ath Bilbao - Mallorca","2:0",2021
"11.09.2021","Levante - Rayo Vallecano","1:1",2021
"29.08.2021","Atl. Madrid - Villarreal","2:2",2021
"29.08.2021","Barcelona - Getafe","2:1",2021
"29.08.2021","Cadiz CF - Osasuna","2:3",2021
"29.08.2021","Rayo Vallecano - Granada CF","4:0",2021
"28.08.2021","Betis - Real Madrid","0:1",2021
"28.08.2021","Celta Vigo - Ath Bilbao","0:1",2021
"28.08.2021","Elche - Sevilla","1:1",2021
"28.08.2021","Real Sociedad - Levante","1:0",2021
"27.08.2021","Mallorca - Espanyol","1:0",2021
"27.08.2021","Valencia - Alaves","3:0",2021
"23.08.2021","Getafe - Sevilla","0:1",2021
"23.08.2021","Osasuna - Celta Vigo","0:0",2021
"22.08.2021","Atl. Madrid - Elche","1:0",2021
"22.08.2021","Levante - Real Madrid","3:3",2021
"22.08.2021","Real Sociedad - Rayo Vallecano","1:0",2021
"21.08.2021","Alaves - Mallorca","0:1",2021
"21.08.2021","Ath Bilbao - Barcelona","1:1",2021
"21.08.2021","Espanyol - Villarreal","0:0",2021
"21.08.2021","Granada CF - Valencia","1:1",2021
"20.08.2021","Betis - Cadiz CF","1:1",2021
"16.08.2021","Elche - Ath Bilbao","0:0",2021
"16.08.2021","Villarreal - Granada CF","0:0",2021
"15.08.2021","Barcelona - Real Sociedad","4:2",2021
"15.08.2021","Celta Vigo - Atl. Madrid","1:2",2021
"15.08.2021","Sevilla - Rayo Vallecano","3:0",2021
"14.08.2021","Alaves - Real Madrid","1:4",2021
"14.08.2021","Cadiz CF - Levante","1:1",2021
"14.08.2021","Mallorca - Betis","1:1",2021
"14.08.2021","Osasuna - Espanyol","0:0",2021
"13.08.2021","Valencia - Getafe","1:0",2021
"14.08.","Almeria - Real Madrid","1:2",2022
"14.08.","Cadiz CF - Real Sociedad","0:1",2022
"14.08.","Valencia - Girona","1:0",2022
"13.08.","Barcelona - Rayo Vallecano","0:0",2022
"13.08.","Celta Vigo - Espanyol","2:2",2022
"13.08.","Valladolid - Villarreal","0:3",2022
"12.08.","Osasuna - Sevilla","2:1",2022
